Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
1,65,M,1,High School,Married,Less than $40K,Blue,47,3,2,1,1759.0,0,1759.0,1.058,821,18,0.5,0.0
1,57,M,1,Graduate,Married,$80K - $120K,Blue,36,3,3,3,4829.0,2418,2411.0,0.601,938,21,0.4,0.501
1,42,M,2,Uneducated,Single,$60K - $80K,Blue,30,2,2,3,6414.0,0,6414.0,0.718,708,14,0.4,0.0
1,41,F,4,High School,Single,Less than $40K,Blue,36,6,2,3,4203.0,2517,1686.0,0.771,1489,43,0.536,0.599
1,45,M,5,High School,Unknown,$60K - $80K,Blue,40,3,3,1,1438.3,0,1438.3,1.23,2132,31,0.107,0.0
1,38,F,3,Unknown,Single,Less than $40K,Blue,30,6,2,2,3730.0,2517,1213.0,0.853,858,22,0.467,0.675
1,51,F,2,Doctorate,Married,Less than $40K,Blue,41,2,2,3,6630.0,916,5714.0,0.927,842,24,0.5,0.138
1,40,M,3,Graduate,Divorced,$80K - $120K,Blue,22,2,2,3,1925.0,0,1925.0,0.672,781,28,0.75,0.0
1,42,M,3,Graduate,Married,$80K - $120K,Blue,36,1,1,3,34516.0,781,33735.0,0.803,853,12,0.091,0.023
1,56,F,3,High School,Married,$40K - $60K,Blue,51,5,2,1,1438.3,0,1438.3,0.597,594,14,0.556,0.0
1,61,F,0,Graduate,Married,Less than $40K,Blue,49,6,2,3,1438.3,0,1438.3,0.94,840,20,0.818,0.0
1,41,F,2,Unknown,Single,Unknown,Blue,28,2,1,3,4411.0,2517,1894.0,0.988,803,15,0.875,0.571
1,35,M,2,Graduate,Married,$80K - $120K,Blue,27,3,2,3,12643.0,0,12643.0,0.393,787,21,0.167,0.0
1,36,M,3,Post-Graduate,Married,$120K +,Blue,27,2,1,2,13873.0,0,13873.0,0.233,694,18,0.286,0.0
1,58,F,4,High School,Divorced,Unknown,Blue,45,4,1,1,21065.0,2517,18548.0,0.84,1060,32,0.333,0.119
1,38,F,2,High School,Married,$40K - $60K,Blue,28,3,2,2,7225.0,0,7225.0,0.419,738,16,0.231,0.0
1,35,M,3,College,Married,$80K - $120K,Blue,27,3,2,3,3575.0,1884,1691.0,0.384,861,15,1.5,0.527
1,36,M,2,Graduate,Married,$40K - $60K,Blue,18,3,1,3,7758.0,1408,6350.0,0.365,569,23,0.643,0.181
1,51,F,2,Graduate,Single,Less than $40K,Blue,44,6,3,2,3181.0,2517,664.0,0.595,818,16,0.455,0.791
1,62,F,1,High School,Married,$40K - $60K,Blue,53,2,1,1,5249.0,0,5249.0,0.758,1315,31,0.722,0.0
1,48,M,2,College,Married,$80K - $120K,Blue,38,2,2,3,2111.0,0,2111.0,0.531,773,17,0.133,0.0
1,55,M,3,Unknown,Single,$60K - $80K,Blue,36,3,2,2,8411.0,979,7432.0,1.029,990,22,0.375,0.116
1,39,F,3,High School,Single,Less than $40K,Blue,36,6,1,3,3651.0,0,3651.0,0.977,862,19,1.111,0.0
1,51,F,3,Uneducated,Married,Unknown,Blue,36,3,3,2,3664.0,0,3664.0,0.839,1168,31,0.409,0.0
1,53,M,1,Graduate,Married,$80K - $120K,Blue,42,2,1,2,6214.0,1147,5067.0,0.861,938,35,0.75,0.185
1,54,M,3,College,Single,$120K +,Blue,49,3,2,3,34516.0,0,34516.0,1.203,2115,24,0.263,0.0
1,49,F,2,Graduate,Single,Less than $40K,Blue,31,5,1,2,5456.0,951,4505.0,0.737,1096,27,0.588,0.174
1,49,M,2,Uneducated,Married,$80K - $120K,Blue,43,1,3,3,5701.0,2517,3184.0,0.716,961,32,0.524,0.442
1,46,F,3,High School,Single,Unknown,Blue,34,4,3,3,29543.0,1164,28379.0,0.717,1015,27,0.35,0.039
1,58,F,0,High School,Married,Less than $40K,Blue,36,3,2,2,7418.0,396,7022.0,0.826,911,26,1.0,0.053
1,40,M,4,Graduate,Single,$80K - $120K,Silver,22,3,1,3,34516.0,0,34516.0,0.64,1028,26,0.3,0.0
1,56,M,3,Graduate,Single,$60K - $80K,Blue,36,2,2,3,4742.0,855,3887.0,0.635,870,24,0.5,0.18
1,45,F,3,High School,Married,$40K - $60K,Blue,30,5,2,2,12355.0,0,12355.0,0.912,1044,28,0.273,0.0
1,31,F,2,Unknown,Married,Unknown,Blue,20,3,1,2,8149.0,0,8149.0,0.331,808,30,0.111,0.0
1,40,M,3,Uneducated,Married,$80K - $120K,Blue,29,3,2,3,3616.0,1151,2465.0,0.687,820,21,0.75,0.318
1,56,M,3,Graduate,Married,$120K +,Blue,36,5,1,1,12211.0,0,12211.0,0.642,903,29,0.526,0.0
1,51,F,2,College,Married,$40K - $60K,Blue,46,3,1,3,4882.0,695,4187.0,0.508,1544,44,0.517,0.142
1,45,M,3,Graduate,Single,$60K - $80K,Blue,32,2,3,2,13162.0,0,13162.0,0.512,1424,38,0.583,0.0
1,37,F,3,Graduate,Unknown,Unknown,Blue,22,2,3,2,5674.0,0,5674.0,0.906,1096,29,0.526,0.0
1,42,F,5,High School,Married,Unknown,Blue,30,3,1,4,3578.0,0,3578.0,0.759,1015,36,0.44,0.0
1,53,M,2,Graduate,Married,$120K +,Blue,36,1,3,2,12778.0,507,12271.0,0.967,1133,28,0.4,0.04
1,35,F,3,Graduate,Single,Less than $40K,Blue,22,1,2,1,1890.0,666,1224.0,0.691,1483,36,0.5,0.352
1,40,M,1,Post-Graduate,Married,$60K - $80K,Blue,36,6,3,4,18386.0,890,17496.0,0.361,1698,43,0.483,0.048
1,30,M,1,Post-Graduate,Divorced,Less than $40K,Blue,36,6,2,4,5061.0,0,5061.0,0.911,1309,38,0.462,0.0
1,50,F,1,Post-Graduate,Single,$40K - $60K,Blue,46,1,3,3,1493.0,932,561.0,0.466,1554,43,0.344,0.624
1,43,F,3,Graduate,Single,Less than $40K,Blue,38,5,2,4,4075.0,1986,2089.0,1.214,2449,27,0.038,0.487
1,58,M,0,Unknown,Single,$40K - $60K,Blue,45,3,1,3,3421.0,2517,904.0,0.992,992,21,0.4,0.736
1,54,F,3,College,Single,Unknown,Blue,49,6,2,3,13184.0,0,13184.0,1.166,2047,33,0.179,0.0
1,37,F,3,Graduate,Single,Less than $40K,Blue,24,2,1,4,2802.0,2460,342.0,1.029,1406,28,0.077,0.878
1,36,F,4,Graduate,Married,Less than $40K,Blue,24,3,2,2,3261.0,2517,744.0,0.378,856,18,0.059,0.772
1,26,F,0,High School,Single,$40K - $60K,Blue,13,2,2,4,1730.0,1616,114.0,0.331,869,27,0.286,0.934
1,52,M,2,High School,Married,$60K - $80K,Silver,35,4,4,3,33180.0,511,32669.0,0.681,797,14,0.273,0.015
1,26,M,0,High School,Single,$40K - $60K,Blue,15,3,1,3,3324.0,0,3324.0,0.537,982,22,0.692,0.0
1,33,M,2,Graduate,Married,$120K +,Blue,21,2,2,4,27992.0,0,27992.0,0.433,837,18,1.0,0.0
1,37,M,3,College,Married,$80K - $120K,Blue,30,3,4,3,11638.0,926,10712.0,0.262,563,15,0.364,0.08
1,40,M,3,College,Single,$80K - $120K,Silver,33,1,3,4,34516.0,0,34516.0,0.927,1112,26,0.368,0.0
1,61,M,2,Graduate,Married,$120K +,Blue,49,3,0,4,11374.0,2517,8857.0,1.015,1088,26,1.167,0.221
1,39,M,1,College,Divorced,$80K - $120K,Blue,28,1,3,4,12464.0,0,12464.0,0.864,1195,35,0.522,0.0
1,26,F,0,Uneducated,Single,Less than $40K,Blue,20,3,2,4,1438.3,0,1438.3,0.506,947,20,0.053,0.0
1,59,M,1,College,Married,$120K +,Blue,50,1,5,4,15796.0,812,14984.0,0.719,1339,23,0.15,0.051
1,48,F,3,Post-Graduate,Married,Less than $40K,Silver,35,5,1,3,10357.0,0,10357.0,0.506,911,25,0.19,0.0
1,38,M,2,Uneducated,Single,$80K - $120K,Blue,33,1,4,4,32938.0,2089,30849.0,0.72,1137,26,0.238,0.063
1,65,F,0,Graduate,Divorced,Less than $40K,Blue,56,3,6,3,6184.0,0,6184.0,1.016,1712,27,0.286,0.0
1,39,M,2,High School,Single,$60K - $80K,Blue,34,3,4,3,1818.0,0,1818.0,0.651,2054,55,0.774,0.0
1,36,F,0,Uneducated,Divorced,$40K - $60K,Blue,30,1,3,4,2190.0,0,2190.0,0.908,1412,38,0.583,0.0
1,46,F,2,Graduate,Single,Less than $40K,Blue,36,3,4,3,8309.0,858,7451.0,0.888,1165,35,0.4,0.103
1,32,M,0,High School,Married,$120K +,Blue,27,3,3,4,22382.0,0,22382.0,0.418,695,10,0.25,0.0
1,45,M,2,College,Divorced,$80K - $120K,Blue,39,3,4,4,34516.0,0,34516.0,1.014,1041,27,0.35,0.0
1,48,F,3,Graduate,Married,$40K - $60K,Blue,39,2,4,3,6235.0,0,6235.0,0.848,1225,34,0.478,0.0
1,37,M,2,Graduate,Married,$120K +,Blue,30,2,4,4,13662.0,0,13662.0,0.153,725,22,0.0,0.0
1,37,M,3,High School,Married,Less than $40K,Blue,26,3,3,4,6866.0,2389,4477.0,0.395,862,13,0.182,0.348
1,46,M,2,Uneducated,Unknown,$60K - $80K,Blue,32,6,2,3,3254.0,0,3254.0,0.733,967,24,1.182,0.0
1,47,F,3,Graduate,Single,Less than $40K,Blue,36,5,3,4,7246.0,0,7246.0,0.612,777,13,0.625,0.0
1,40,M,3,High School,Single,$80K - $120K,Blue,29,2,2,4,18563.0,0,18563.0,0.729,2395,45,0.552,0.0
1,58,M,0,High School,Unknown,$40K - $60K,Blue,42,3,2,3,1438.3,0,1438.3,0.835,1088,22,1.444,0.0
1,26,F,0,Post-Graduate,Single,Less than $40K,Blue,15,3,2,3,1442.0,1428,14.0,0.496,1134,26,0.238,0.99
1,39,M,2,Uneducated,Married,$120K +,Blue,26,2,3,4,8906.0,0,8906.0,0.315,809,15,0.25,0.0
1,37,M,3,College,Married,$60K - $80K,Blue,19,2,3,4,3100.0,2517,583.0,0.35,694,12,0.2,0.812
1,35,M,4,Graduate,Married,$80K - $120K,Blue,24,6,3,4,12634.0,0,12634.0,0.323,717,18,0.286,0.0
1,37,M,0,Doctorate,Married,$120K +,Blue,22,3,3,4,8654.0,0,8654.0,0.446,850,18,0.385,0.0
1,58,M,2,Uneducated,Single,$120K +,Blue,46,2,3,4,16163.0,0,16163.0,0.542,2171,48,0.778,0.0
1,54,F,2,Post-Graduate,Married,Less than $40K,Blue,47,3,4,3,1438.3,0,1438.3,1.053,1154,22,0.375,0.0
1,37,M,2,Graduate,Single,$120K +,Blue,25,3,3,0,5616.0,0,5616.0,0.995,1564,31,0.476,0.0
1,65,M,1,Unknown,Single,Less than $40K,Blue,36,3,4,4,2351.0,0,2351.0,0.881,1593,35,0.591,0.0
1,46,F,3,High School,Single,Less than $40K,Silver,39,1,0,4,13092.0,1962,11130.0,0.686,936,25,0.25,0.15
1,32,M,1,High School,Divorced,$60K - $80K,Blue,13,3,3,3,12616.0,0,12616.0,1.054,1376,29,0.611,0.0
1,39,M,1,Uneducated,Married,Less than $40K,Blue,36,3,3,3,4247.0,0,4247.0,0.405,847,17,0.133,0.0
1,32,M,2,Graduate,Married,$40K - $60K,Blue,22,3,3,5,4739.0,0,4739.0,0.363,886,21,0.4,0.0
1,30,M,1,College,Divorced,Less than $40K,Blue,19,4,3,3,7970.0,0,7970.0,0.776,1284,30,0.429,0.0
1,55,F,2,College,Single,Unknown,Silver,36,2,3,3,34516.0,0,34516.0,0.399,1353,40,0.212,0.0
1,46,M,2,Graduate,Single,$40K - $60K,Blue,31,3,3,5,7869.0,0,7869.0,0.692,998,25,0.562,0.0
1,52,F,0,Doctorate,Single,Less than $40K,Blue,36,2,2,3,1438.3,978,460.3,0.773,947,33,0.571,0.68
1,44,M,3,Graduate,Married,$40K - $60K,Blue,33,2,3,3,7266.0,906,6360.0,0.676,1741,27,0.421,0.125
1,26,M,0,Graduate,Single,Less than $40K,Blue,13,5,2,4,2469.0,2410,59.0,0.544,1027,20,0.176,0.976
1,48,M,4,Doctorate,Single,$80K - $120K,Blue,28,3,3,4,6572.0,417,6155.0,0.584,1766,46,0.533,0.063
1,26,F,0,High School,Single,Unknown,Blue,13,1,2,4,6152.0,0,6152.0,0.391,968,23,0.533,0.0
1,32,M,1,Uneducated,Married,Less than $40K,Blue,23,1,3,3,2218.0,1696,522.0,0.367,730,20,0.429,0.765
1,35,F,0,Graduate,Single,Less than $40K,Blue,25,5,3,4,2300.0,0,2300.0,0.877,1485,34,0.478,0.0
1,46,M,3,Graduate,Married,$60K - $80K,Blue,36,2,3,4,4267.0,0,4267.0,0.862,1067,23,0.769,0.0
1,57,F,3,High School,Single,Unknown,Blue,36,1,4,2,8389.0,1960,6429.0,0.384,1334,38,0.407,0.234
1,46,M,3,College,Single,$80K - $120K,Blue,39,1,4,3,4026.0,243,3783.0,0.738,1102,27,0.8,0.06
1,48,M,3,Uneducated,Married,$120K +,Blue,36,5,2,4,34516.0,787,33729.0,0.763,1312,32,0.6,0.023
1,33,M,3,Graduate,Married,$80K - $120K,Blue,36,6,3,5,7140.0,0,7140.0,0.401,916,18,0.2,0.0
1,55,M,3,Uneducated,Divorced,$80K - $120K,Blue,41,1,3,4,34516.0,2408,32108.0,0.796,1187,40,0.6,0.07
1,43,M,1,Graduate,Married,$80K - $120K,Blue,37,4,2,3,25517.0,321,25196.0,0.769,2508,44,0.294,0.013
1,39,F,3,Graduate,Married,Unknown,Blue,36,3,2,3,1575.0,592,983.0,0.236,644,15,0.154,0.376
1,54,M,3,High School,Married,$40K - $60K,Blue,44,2,1,5,3032.0,0,3032.0,0.949,1037,14,2.5,0.0
1,41,M,4,Graduate,Unknown,$60K - $80K,Blue,36,2,3,5,1438.3,312,1126.3,0.657,1786,26,0.733,0.217
1,48,M,3,Graduate,Married,$80K - $120K,Blue,39,4,4,3,18672.0,2517,16155.0,0.799,1126,35,0.591,0.135
1,33,M,1,Unknown,Married,$60K - $80K,Blue,36,1,3,4,8925.0,168,8757.0,0.447,741,10,0.429,0.019
1,45,F,2,High School,Divorced,Unknown,Blue,36,6,4,3,17156.0,2517,14639.0,0.717,1142,33,0.32,0.147
1,54,F,1,Graduate,Single,Less than $40K,Blue,45,3,5,5,1438.3,0,1438.3,0.647,1603,39,0.444,0.0
1,49,M,3,Post-Graduate,Married,$80K - $120K,Blue,45,3,0,4,23870.0,0,23870.0,0.604,1885,39,0.345,0.0
1,52,F,4,Unknown,Married,Less than $40K,Blue,36,1,4,5,2143.0,0,2143.0,0.853,1353,36,0.333,0.0
1,38,F,4,College,Married,$40K - $60K,Blue,36,4,4,4,4913.0,2517,2396.0,0.348,899,28,0.273,0.512
1,56,M,2,High School,Single,$40K - $60K,Blue,40,2,6,4,2381.0,651,1730.0,0.592,1920,46,0.586,0.273
1,52,M,2,Doctorate,Married,$120K +,Blue,34,3,2,3,11188.0,0,11188.0,0.658,2109,47,0.621,0.0
1,41,M,3,Uneducated,Married,$40K - $60K,Blue,28,3,3,4,11091.0,0,11091.0,0.522,1234,34,0.308,0.0
1,44,F,4,Graduate,Single,$40K - $60K,Blue,30,3,4,4,4333.0,0,4333.0,0.463,1558,40,0.538,0.0
